SpID,Specode,Tribe,BeeGenusID,GenusName,Subgenus,Species Group,Species,Subspecies,Questionable ID,Species Notes,Author,Date,Parentheses,Synonyms,Diet,Notes,Interest
2278,"dialpraepes",320,59,"Lasioglossum","(Dialictus)",,"praepes",,0,,"(Sandhouse)","1924",,,,,0
2279,"dialconnexus",320,59,"Lasioglossum","(Dialictus)",,"connexus",,0,,"(Cresson)","1872",,,,,0
2280,"dialadvertus",320,59,"Lasioglossum","(Dialictus)",,"advertus",,0,,"Mitchell","1960",,,,,0
2281,"dialabanci",320,59,"Lasioglossum","(Dialictus)",,"abanci",,0,,"(Crawford)","1932",,,,,0
2282,"dialabietum",320,59,"Lasioglossum","(Dialictus)",,"abietum",,0,,"(Michener)","1938",,,,,0
2283,"dialabsimilis",320,59,"Lasioglossum","(Dialictus)",,"absimilis",,0,,"(Sandhouse)","1924",,,,,0
2284,"dialabundus",320,59,"Lasioglossum","(Dialictus)",,"abundus",,0,,"(Sandhouse)","1924",,,,,0
2285,"dialacademicus",320,59,"Lasioglossum","(Dialictus)",,"academicus",,0,,"(Sandhouse)","1924",,,,,0
2286,"dialaccentus",320,59,"Lasioglossum","(Dialictus)",,"accentus",,0,,"(Sandhouse)","1924",,,,,0
2287,"dialachilleae",320,59,"Lasioglossum","(Dialictus)",,"achilleae",,0,,"Mitchell","1960",,,,,0
2288,"dialactinosus",320,59,"Lasioglossum","(Dialictus)",,"actinosus",,0,,"(Sandhouse)","1924",,,,,0
2289,"dialbernardinen",320,59,"Lasioglossum","(Dialictus)",,"bernardinensis",,0,,"(Michener)","1936",,,,,0
2290,"dialanomalus",320,59,"Lasioglossum","(Dialictus)",,"anomalus",,0,,"(Robertson)","1892",,,,,0
2291,"dialgrinnelli",320,59,"Lasioglossum","(Dialictus)",,"grinnelli",,0,,"(Cockerell)","1916",,,,,0
2292,"dialatlanticus",320,59,"Lasioglossum","(Dialictus)",,"atlanticus",,0,,"Mitchell","1960",,,,,0
2293,"dialastutus",320,59,"Lasioglossum","(Dialictus)",,"astutus",,0,,"(Sandhouse)","1924",,,,,0
2310,"dialnymphalis",320,59,"Lasioglossum","(Dialictus)",,"nymphalis",,0,,"(Smith)","1853",,,,,0
2311,"dialoblongus",320,59,"Lasioglossum","(Dialictus)",,"oblongus",,0,,"(Lovell)","1905",,,,,0
2312,"dialobnubilus",320,59,"Lasioglossum","(Dialictus)",,"obnubilus",,0,,"(Sandhouse)","1924",,,,,0
2313,"dialobscurus",320,59,"Lasioglossum","(Dialictus)",,"obscurus",,0,,"(Robertson)","1892",,,,,0
2314,"dialorbitatus",320,59,"Lasioglossum","(Dialictus)",,"orbitatus",,0,,"Mitchell","1960",,,,,0
2315,"dialornduffi",320,59,"Lasioglossum","(Dialictus)",,"ornduffi",,0,,"Hurd","1970",,,,,0
2316,"dialotsegoensis",320,59,"Lasioglossum","(Dialictus)",,"otsegoensis",,0,,"Mitchell","1960",,,,,0
2317,"dialpacatus",320,59,"Lasioglossum","(Dialictus)",,"pacatum",,0,,"(Sandhouse)","1924",,,,,0
2318,"dialpallidellus",320,59,"Lasioglossum","(Dialictus)",,"pallidellus",,0,,"(Ellis)","1914",,,,,0
2319,"dialfoveolatus",320,59,"Lasioglossum","(Dialictus)",,"foveolatus",,0,,"(Robertson)","1902",,,,,0
2320,"dialpaululus",320,59,"Lasioglossum","(Dialictus)",,"paululus",,0,,"(Sandhouse)","1924",,,,,0
2321,"dialmesillensis",320,59,"Lasioglossum","(Dialictus)",,"mesillensis",,0,,"(Cockerell)","1898",,,,,0
2322,"dialperexiguus",320,59,"Lasioglossum","(Dialictus)",,"perexiguus",,0,,"(Sandhouse)","1924",,,,,0
2323,"dialperichlarus",320,59,"Lasioglossum","(Dialictus)",,"perichlarus",,0,,"(Cockerell)","1937",,,,,0
2324,"dialperpuncttus",320,59,"Lasioglossum","(Dialictus)",,"perpunctatus",,0,,"(Ellis)","1913",,,,,0
2325,"dialperpunctuls",320,59,"Lasioglossum","(Dialictus)",,"perpunctatulus",,0,,"Knerer & Atwood","1966",,,,,0
2326,"dialperspicuus",320,59,"Lasioglossum","(Dialictus)",,"perspicuus",,0,,"Knerer & Atwood","1966",,,,,0
2327,"dialphaceliarum",320,59,"Lasioglossum","(Dialictus)",,"phaceliarum",,0,,"(Cockerell)","1919",,,,,0
2328,"dialphilanthanu",320,59,"Lasioglossum","(Dialictus)",,"philanthanus",,0,,"Mitchell","1960",,,,,0
2329,"dialpikei",320,59,"Lasioglossum","(Dialictus)",,"pikei",,0,,"(Sandhouse)","1924",,,,,0
2330,"dialpilosellus",320,59,"Lasioglossum","(Dialictus)",,"pilosellus",,0,,"(Cockerell)","1936",,,,,0
2331,"dialpilosicaudu",320,59,"Lasioglossum","(Dialictus)",,"pilosicaudus",,0,,"(Cockerell)","1937",,,,,0
2332,"dialpilosus;fl",320,59,"Lasioglossum","(Dialictus)",,"pilosus","floridanus",0,,"(Robertson)","1892",,,,,0
2333,"dialpilosus;pl",320,59,"Lasioglossum","(Dialictus)",,"pilosus","pilosus",0,,"(Smith)","1853",,,,,0
2334,"dialparadmirand",320,59,"Lasioglossum","(Dialictus)",,"paradmirandus",,0,,"Knerer & Atwood","1966",,,,,0
2335,"diallatus",320,59,"Lasioglossum","(Dialictus)",,"latus",,0,,"(Sandhouse)","1924",,,,,0
2336,"dialhalophitus",320,59,"Lasioglossum","(Dialictus)",,"halophitus",,0,,"(Graenicher)","1927",,,,,0
2337,"dialhartii",320,59,"Lasioglossum","(Dialictus)",,"hartii",,0,,"(Robertson)","1892",,,,,0
2338,"dialhemimelas",320,59,"Lasioglossum","(Dialictus)",,"hemimelas",,0,,"(Cockerell)","1901",,,,,0
2339,"dialheterognath",320,59,"Lasioglossum","(Dialictus)",,"heterognathus",,0,,"Mitchell","1960",,,,,0
2340,"dialhighlandicu",320,59,"Lasioglossum","(Dialictus)",,"highlandicus",,0,,"Mitchell","1960",,,,,0
2341,"dialillinoensis",320,59,"Lasioglossum","(Dialictus)",,"illinoensis",,0,,"(Robertson)","1892",,,,,0
2342,"dialimitatus",320,59,"Lasioglossum","(Dialictus)",,"imitatus",,0,,"(Smith)","1853",,,,,0
2343,"dialimpurus",320,59,"Lasioglossum","(Dialictus)",,"impurus",,0,,"(Cresson)","1872",,,,,0
2344,"dialinsolitus",320,59,"Lasioglossum","(Dialictus)",,"insolitus",,0,,"(Sandhouse)","1924",,,,,0
2345,"dialinsulsus",320,59,"Lasioglossum","(Dialictus)",,"insulsus",,0,,"(Sandhouse)","1924",,,,,0
2346,"dialintrepidus",320,59,"Lasioglossum","(Dialictus)",,"intrepidus",,0,,"Mitchell","1960",,,,,0
2347,"dialjameseae",320,59,"Lasioglossum","(Dialictus)",,"jameseae",,0,,"(Cockerell)","1933",,,,,0
2348,"dialjunaluskens",320,59,"Lasioglossum","(Dialictus)",,"junaluskensis",,0,,"Mitchell","1960",,,,,0
2349,"dialmollis",320,59,"Lasioglossum","(Dialictus)",,"mollis",,0,,"(Sandhouse)","1924",,,,,0
2350,"diallongicornis",320,59,"Lasioglossum","(Dialictus)",,"longicornis",,0,,"(Crawford)","1907",,,,,0
2351,"dialmerosus",320,59,"Lasioglossum","(Dialictus)",,"merosus",,0,,"(Sandhouse)","1924",,,,,0
2352,"dialmegastictus",320,59,"Lasioglossum","(Dialictus)",,"megastictus",,0,,"(Cockerell)","1937",,,,,0
2353,"dialmarinus",320,59,"Lasioglossum","(Dialictus)",,"marinus",,0,,"(Crawford)","1904",,,,,0
2354,"dialmarinensis",320,59,"Lasioglossum","(Dialictus)",,"marinensis",,0,,"(Michener)","1936",,,,,0
2355,"diallactineus",320,59,"Lasioglossum","(Dialictus)",,"lactineus",,0,,"(Sandhouse)","1924",,,,,0
2356,"dialmactus",320,59,"Lasioglossum","(Dialictus)",,"mactus",,0,,"(Sandhouse)","1924",,,,,0
2357,"diallaevissimus",320,59,"Lasioglossum","(Dialictus)",,"laevissimum",,0,,"(Smith)","1853",,,,,0
2358,"diallionotus",320,59,"Lasioglossum","(Dialictus)",,"lionotus",,0,,"Sandhouse","1923",,,,,0
2359,"diallineatulus",320,59,"Lasioglossum","(Dialictus)",,"lineatulus",,0,,"(Crawford)","1906",,,,,0
2360,"dialleviensis",320,59,"Lasioglossum","(Dialictus)",,"leviensis",,0,,"Mitchell","1960",,,,,0
2361,"diallectus",320,59,"Lasioglossum","(Dialictus)",,"lectus",,0,,"Mitchell","1960",,,,,0
2362,"diallazulis",320,59,"Lasioglossum","(Dialictus)",,"lazulis",,0,,"(Ellis)","1913",,,,,0
2363,"dialminiatulus",320,59,"Lasioglossum","(Dialictus)",,"miniatulus",,0,,"Mitchell","1960",,,,,0
2364,"dialmalinus",320,59,"Lasioglossum","(Dialictus)",,"malinus",,0,,"(Sandhouse)","1924",,,,,0
2365,"dialpseudotegul",320,59,"Lasioglossum","(Dialictus)",,"pseudotegularis",,0,,"(Cockerell)","1896",,,,,0
2366,"dialplacidensis",320,59,"Lasioglossum","(Dialictus)",,"placidensis",,0,,"Mitchell","1960",,,,,0
2367,"dialveganus",320,59,"Lasioglossum","(Dialictus)",,"veganus",,0,,"(Cockerell)","1901",,,,,0
2368,"dialversans",320,59,"Lasioglossum","(Dialictus)",,"versans",,0,,"(Lovell)","1905",,,,,0
2369,"dialvierecki",320,59,"Lasioglossum","(Dialictus)",,"vierecki",,0,,"(Crawford)","1904",,,,,0
2370,"dialviridatulus",320,59,"Lasioglossum","(Dialictus)",,"viridatulus",,0,,"(Cockerell)","1919",,,,,0
2371,"dialviridatus",320,59,"Lasioglossum","(Dialictus)",,"viridatus",,0,,"(Lovell)","1905",,,,,0
2372,"dialweemsi",320,59,"Lasioglossum","(Dialictus)",,"weemsi",,0,,"Mitchell","1960",,,,,0
2373,"dialwheeleri",320,59,"Lasioglossum","(Dialictus)",,"wheeleri",,0,,"Mitchell","1960",,,,,0
2374,"dialzephyrus",320,59,"Lasioglossum","(Dialictus)",,"zephyrus",,0,,"(Smith)","1853",,,,,0
2375,"dialzophops",320,59,"Lasioglossum","(Dialictus)",,"zophops",,0,,"(Ellis)","1914",,,,,0
2376,"dialtheodori",320,59,"Lasioglossum","(Dialictus)",,"theodori",,0,,"Crawford","1902",,,,,0
2377,"dialstictaspis",320,59,"Lasioglossum","(Dialictus)",,"stictaspis",,0,,"Sandhouse","1923",,,,,0
2378,"dialpudicus",320,59,"Lasioglossum","(Dialictus)",,"pudicus",,0,,"(Sandhouse)","1924",,,,,0
2379,"dialpunctatoven",320,59,"Lasioglossum","(Dialictus)",,"punctatoventre",,0,,"(Crawford)","1907",,,,,0
2380,"dialpunctiferel",320,59,"Lasioglossum","(Dialictus)",,"punctiferellus",,0,,"(Cockerell)","1937",,,,,0
2381,"dialraleighensi",320,59,"Lasioglossum","(Dialictus)",,"raleighensis",,0,,"(Crawford)","1932",,,,,0
2382,"dialreticulatus",320,59,"Lasioglossum","(Dialictus)",,"reticulatus",,0,,"(Robertson)","1892",,,,,0
2383,"dialrhodognathu",320,59,"Lasioglossum","(Dialictus)",,"rhodognathus",,0,,"(Cockerell)","1917",,,,,0
2384,"dialrichardsoni",320,59,"Lasioglossum","(Dialictus)",,"richardsoni",,0,,"(Cockerell)","1937",,,,,0
2385,"dialrohweri",320,59,"Lasioglossum","(Dialictus)",,"rohweri",,0,,"(Ellis)","1915",,,,,0
2386,"dialrufulipes",320,59,"Lasioglossum","(Dialictus)",,"rufulipes",,0,,"(Cockerell)","1938",,,,,0
2387,"dialsagax",320,59,"Lasioglossum","(Dialictus)",,"sagax",,0,,"(Sandhouse)","1924",,,,,0
2388,"dialsandhouseae",320,59,"Lasioglossum","(Dialictus)",,"sandhouseae",,0,,"(Michener)","1951",,,,,0
2389,"dialscrophulari",320,59,"Lasioglossum","(Dialictus)",,"scrophulariae",,0,,"(Cockerell)","1906",,,,,0
2390,"dialsemibrunneu",320,59,"Lasioglossum","(Dialictus)",,"semibrunneus",,0,,"(Cockerell)","1895",,,,,0
2391,"dialunicus",320,59,"Lasioglossum","(Dialictus)",,"unicus",,0,,"(Sandhouse)","1924",,,,,0
2392,"dialtahitensis",320,59,"Lasioglossum","(Dialictus)",,"tahitensis",,0,,"Mitchell","1960",,,,,0
2393,"dialtestaceus",320,59,"Lasioglossum","(Dialictus)",,"testaceus",,0,,"(Robertson)","1897",,,,,0
2394,"dialtenuis",320,59,"Lasioglossum","(Dialictus)",,"tenuis",,0,,"(Ellis)","1913",,,,,0
2395,"dialtenax",320,59,"Lasioglossum","(Dialictus)",,"tenax",,0,,"(Sandhouse)","1924",,,,,0
2396,"dialtegularis",320,59,"Lasioglossum","(Dialictus)",,"tegularis",,0,,"(Robertson)","1890",,,,,0
2397,"dialsemicaerule",320,59,"Lasioglossum","(Dialictus)",,"semicaeruleus",,0,,"(Cockerell)","1895",,,,,0
2398,"dialtamiamensis",320,59,"Lasioglossum","(Dialictus)",,"tamiamensis ",,0,,"Mitchell","1960",,,,,0
2399,"dialsolidaginis",320,59,"Lasioglossum","(Dialictus)",,"solidaginis",,0,,"Mitchell","1960",,,,,0
2400,"dialsurianae",320,59,"Lasioglossum","(Dialictus)",,"surianae",,0,,"Mitchell","1960",,,,,0
2401,"dialsupraclypea",320,59,"Lasioglossum","(Dialictus)",,"supraclypeatus",,0,,"Mitchell","1960",,,,,0
2402,"dialsubviridatu",320,59,"Lasioglossum","(Dialictus)",,"subviridatus",,0,,"(Cockerell)","1938",,,,,0
2403,"dialsubversans",320,59,"Lasioglossum","(Dialictus)",,"subversans",,0,,"Mitchell","1960",,,,,0
2404,"dialstuartensis",320,59,"Lasioglossum","(Dialictus)",,"stuartensis",,0,,"Mitchell","1960",,,,,0
2405,"dialtranquillus",320,59,"Lasioglossum","(Dialictus)",,"tranquillus",,0,,"(Sandhouse)","1924",,,,,0
2422,"dialdiversopunc",320,59,"Lasioglossum","(Dialictus)",,"diversopunctatus",,0,,"(Ellis)","1914",,,,,0
2423,"dialdreisbachi",320,59,"Lasioglossum","(Dialictus)",,"dreisbachi",,0,,"Mitchell","1960",,,,,0
2424,"dialhudsoniellu",320,59,"Lasioglossum","(Dialictus)",,"hudsoniellus",,0,,"(Cockerell)","1919",,,,,0
2425,"dialhunteri",320,59,"Lasioglossum","(Dialictus)",,"hunteri",,0,,"(Crawford)","1932",,,,,0
2426,"dialhyalinus",320,59,"Lasioglossum","(Dialictus)",,"hyalinum",,0,,"(Crawford)","1907",,,,,0
2427,"dialimpavidus",320,59,"Lasioglossum","(Dialictus)",,"impavidus",,0,,"(Sandhouse)","1924",,,,,0
2428,"dialincompletus",320,59,"Lasioglossum","(Dialictus)",,"incompletum",,0,,"(Crawford)","1907",,,,,0
2429,"dialincompletu?",320,59,"Lasioglossum","(Dialictus)",,"incompletum",,1,,,,,,,,0
2430,"dialkunzei",320,59,"Lasioglossum","(Dialictus)",,"kunzei",,0,,"(Cockerell)","1898",,,,,0
2431,"dialmeritus",320,59,"Lasioglossum","(Dialictus)",,"meritus",,0,,"(Sandhouse)","1924",,,,,0
2432,"dialmicrolepoid",320,59,"Lasioglossum","(Dialictus)",,"microlepoides",,0,,"(Ellis)","1914",,,,,0
2433,"dialmicrolepoi?",320,59,"Lasioglossum","(Dialictus)",,"microlepoides",,1,,,,,,,,0
2434,"dialnevadensis",320,59,"Lasioglossum","(Dialictus)",,"nevadense",,0,,"(Crawford)","1907",,,,,0
2435,"dialoccidentali",320,59,"Lasioglossum","(Dialictus)",,"occidentalis",,0,,"Crawford","1902",,,,,0
2436,"dialoleosus",320,59,"Lasioglossum","(Dialictus)",,"oleosus",,0,,"(Cockerell)","1898",,,,,0
2437,"dialpavoninus",320,59,"Lasioglossum","(Dialictus)",,"pavoninus",,0,,"(Ellis)","1913",,,,,0
2438,"dialperdifficil",320,59,"Lasioglossum","(Dialictus)",,"perdifficilis",,0,,"(Cockerell)","1895",,,,,0
2439,"dialperparvus",320,59,"Lasioglossum","(Dialictus)",,"perparvus",,0,,"(Ellis)","1914",,,,,0
2440,"dialpetrellus",320,59,"Lasioglossum","(Dialictus)",,"petrellus",,0,,"(Cockerell)","1903",,,,,0
2441,"dialpictus",320,59,"Lasioglossum","(Dialictus)",,"pictus",,0,,"(Crawford)","1902",,,,,0
2442,"dialpruinosifor",320,59,"Lasioglossum","(Dialictus)",,"pruinosiformis",,0,,"(Crawford)","1906",,,,,0
2443,"dialpruinosus",320,59,"Lasioglossum","(Dialictus)",,"pruinosum",,0,,"(Robertson)","1892",,,,,0
2444,"dialruidosensis",320,59,"Lasioglossum","(Dialictus)",,"ruidosense",,0,,"(Cockerell)","1897",,,,,0
2445,"dialsedi",320,59,"Lasioglossum","(Dialictus)",,"sedi",,0,,"(Sandhouse)","1924",,,,,0
2446,"dialsp",320,59,"Lasioglossum","(Dialictus)",,"sp.",,0,,,,,,,,0
2447,"dialsp1",320,59,"Lasioglossum","(Dialictus)",,"sp. 1",,0,,,,,,,,0
2448,"dialsp10",320,59,"Lasioglossum","(Dialictus)",,"sp. 10",,0,,,,,,,,0
2449,"dialsp12",320,59,"Lasioglossum","(Dialictus)",,"sp. 12",,0,,,,,,,,0
2450,"dialsp14",320,59,"Lasioglossum","(Dialictus)",,"sp. 14",,0,,,,,,,,0
2451,"dialsp19",320,59,"Lasioglossum","(Dialictus)",,"sp. 19",,0,,,,,,,,0
2452,"dialsp2",320,59,"Lasioglossum","(Dialictus)",,"sp. 2",,0,,,,,,,,0
2453,"dialsp20",320,59,"Lasioglossum","(Dialictus)",,"sp. 20",,0,,,,,,,,0
2454,"dialsp20A",320,59,"Lasioglossum","(Dialictus)",,"sp. 20A",,0,,,,,,,,0
2455,"dialsp21",320,59,"Lasioglossum","(Dialictus)",,"sp. 21",,0,,,,,,,,0
2456,"dialsp22",320,59,"Lasioglossum","(Dialictus)",,"sp. 22",,0,,,,,,,,0
2457,"dialsp23",320,59,"Lasioglossum","(Dialictus)",,"sp. 23",,0,,,,,,,,0
2458,"dialsp24",320,59,"Lasioglossum","(Dialictus)",,"sp. 24",,0,,,,,,,,0
2459,"dialsp25",320,59,"Lasioglossum","(Dialictus)",,"sp. 25",,0,,,,,,,,0
2460,"dialsp26",320,59,"Lasioglossum","(Dialictus)",,"sp. 26",,0,,,,,,,,0
2461,"dialsp27",320,59,"Lasioglossum","(Dialictus)",,"sp. 27",,0,,,,,,,,0
2462,"dialsp28",320,59,"Lasioglossum","(Dialictus)",,"sp. 28",,0,,,,,,,,0
2463,"dialsp29",320,59,"Lasioglossum","(Dialictus)",,"sp. 29",,0,,,,,,,,0
2464,"dialsp3",320,59,"Lasioglossum","(Dialictus)",,"sp. 3",,0,,,,,,,,0
2465,"dialsp30",320,59,"Lasioglossum","(Dialictus)",,"sp. 30",,0,,,,,,,,0
2466,"dialsp4",320,59,"Lasioglossum","(Dialictus)",,"sp. 4",,0,,,,,,,,0
2467,"dialsp5",320,59,"Lasioglossum","(Dialictus)",,"sp. 5",,0,,,,,,,,0
2468,"dialsp7",320,59,"Lasioglossum","(Dialictus)",,"sp. 7",,0,,,,,,,,0
2469,"dialspa",320,59,"Lasioglossum","(Dialictus)",,"sp. A",,0,,,,,,,,0
2470,"dialspb",320,59,"Lasioglossum","(Dialictus)",,"sp. B",,0,,,,,,,,0
2471,"dialspb?",320,59,"Lasioglossum","(Dialictus)",,"sp. B",,1,,,,,,,,0
2472,"dialspc",320,59,"Lasioglossum","(Dialictus)",,"sp. C",,0,,,,,,,,0
2473,"dialspd",320,59,"Lasioglossum","(Dialictus)",,"sp. D",,0,,,,,,,,0
2474,"dialspe",320,59,"Lasioglossum","(Dialictus)",,"sp. E",,0,,,,,,,,0
2475,"dialspenr",320,59,"Lasioglossum","(Dialictus)",,"sp. E nr.",,0,,,,,,,,0
2476,"dialspe1",320,59,"Lasioglossum","(Dialictus)",,"sp. E1",,0,,,,,,,,0
2477,"dialspe10",320,59,"Lasioglossum","(Dialictus)",,"sp. E10",,0,,,,,,,,0
2478,"dialspe11",320,59,"Lasioglossum","(Dialictus)",,"sp. E11",,0,,,,,,,,0
2479,"dialspe12",320,59,"Lasioglossum","(Dialictus)",,"sp. E12",,0,,,,,,,,0
2480,"dialspe2",320,59,"Lasioglossum","(Dialictus)",,"sp. E2",,0,,,,,,,,0
2481,"dialspe3",320,59,"Lasioglossum","(Dialictus)",,"sp. E3",,0,,,,,,,,0
2482,"dialspe4",320,59,"Lasioglossum","(Dialictus)",,"sp. E4",,0,,,,,,,,0
2483,"dialspe5",320,59,"Lasioglossum","(Dialictus)",,"sp. E5",,0,,,,,,,,0
2484,"dialspe6",320,59,"Lasioglossum","(Dialictus)",,"sp. E6",,0,,,,,,,,0
2485,"dialspe7",320,59,"Lasioglossum","(Dialictus)",,"sp. E7",,0,,,,,,,,0
2486,"dialspe8",320,59,"Lasioglossum","(Dialictus)",,"sp. E8",,0,,,,,,,,0
2487,"dialspe9",320,59,"Lasioglossum","(Dialictus)",,"sp. E9",,0,,,,,,,,0
2488,"dialspf",320,59,"Lasioglossum","(Dialictus)",,"sp. F",,0,,,,,,,,0
2489,"dialspg",320,59,"Lasioglossum","(Dialictus)",,"sp. G",,0,,,,,,,,0
2490,"dialsph",320,59,"Lasioglossum","(Dialictus)",,"sp. H",,0,,,,,,,,0
2491,"dialspi",320,59,"Lasioglossum","(Dialictus)",,"sp. I",,0,,,,,,,,0
2492,"dialspj",320,59,"Lasioglossum","(Dialictus)",,"sp. J",,0,,,,,,,,0
2493,"dialspk",320,59,"Lasioglossum","(Dialictus)",,"sp. K",,0,,,,,,,,0
2494,"dialspl",320,59,"Lasioglossum","(Dialictus)",,"sp. L",,0,,,,,,,,0
2495,"dialspm",320,59,"Lasioglossum","(Dialictus)",,"sp. M",,0,,,,,,,,0
2496,"dialspm1",320,59,"Lasioglossum","(Dialictus)",,"sp. M1",,0,,,,,,,,0
2497,"dialspm11",320,59,"Lasioglossum","(Dialictus)",,"sp. M11",,0,,,,,,,,0
2498,"dialspm12",320,59,"Lasioglossum","(Dialictus)",,"sp. M12",,0,,,,,,,,0
2499,"dialspm13",320,59,"Lasioglossum","(Dialictus)",,"sp. M13",,0,,,,,,,,0
2500,"dialspm15",320,59,"Lasioglossum","(Dialictus)",,"sp. M15",,0,,,,,,,,0
2501,"dialspm16",320,59,"Lasioglossum","(Dialictus)",,"sp. M16",,0,,,,,,,,0
2502,"dialspm17",320,59,"Lasioglossum","(Dialictus)",,"sp. M17",,0,,,,,,,,0
2503,"dialspm18",320,59,"Lasioglossum","(Dialictus)",,"sp. M18",,0,,,,,,,,0
2504,"dialspm19",320,59,"Lasioglossum","(Dialictus)",,"sp. M19",,0,,,,,,,,0
2505,"dialspm2",320,59,"Lasioglossum","(Dialictus)",,"sp. M2",,0,,,,,,,,0
2506,"dialspm20",320,59,"Lasioglossum","(Dialictus)",,"sp. M20",,0,,,,,,,,0
2507,"dialspm3",320,59,"Lasioglossum","(Dialictus)",,"sp. M3",,0,,,,,,,,0
2508,"dialspm4",320,59,"Lasioglossum","(Dialictus)",,"sp. M4",,0,,,,,,,,0
2509,"dialspm5",320,59,"Lasioglossum","(Dialictus)",,"sp. M5",,0,,,,,,,,0
2510,"dialspm6",320,59,"Lasioglossum","(Dialictus)",,"sp. M6",,0,,,,,,,,0
2511,"dialspm7",320,59,"Lasioglossum","(Dialictus)",,"sp. M7",,0,,,,,,,,0
2512,"dialspm9",320,59,"Lasioglossum","(Dialictus)",,"sp. M9",,0,,,,,,,,0
2513,"dialspn",320,59,"Lasioglossum","(Dialictus)",,"sp. N",,0,,,,,,,,0
2514,"dialspo",320,59,"Lasioglossum","(Dialictus)",,"sp. O",,0,,,,,,,,0
2515,"dialspp",320,59,"Lasioglossum","(Dialictus)",,"sp. P",,0,,,,,,,,0
2516,"dialspq",320,59,"Lasioglossum","(Dialictus)",,"sp. Q",,0,,,,,,,,0
2517,"dialspt1",320,59,"Lasioglossum","(Dialictus)",,"sp. T1",,0,,,,,,,,0
2518,"dialspt2",320,59,"Lasioglossum","(Dialictus)",,"sp. T2",,0,,,,,,,,0
2519,"dialsuccinipenn",320,59,"Lasioglossum","(Dialictus)",,"succinipennis",,0,,"(Ellis)","1913",,,,,0
2520,"dialtegularifor",320,59,"Lasioglossum","(Dialictus)",,"tegulariformis",,0,,"(Crawford)","1907",,,,,0
2521,"dialversatus",320,59,"Lasioglossum","(Dialictus)",,"versatus",,0,,"(Robertson)","1902",,,,,0
2522,"hemilustrans",320,59,"Lasioglossum","(Hemihalictus)",,"lustrans",,0,,"(Cockerell)","1897",,,,,0
2523,"lasiacorophilum",320,59,"Lasioglossum","(Lasioglossum)",,"acorophilum",,0,,"McGinley","1986",,,,,0
2524,"lasiacuminatum",320,59,"Lasioglossum","(Lasioglossum)",,"acuminatum",,0,,"McGinley","1986",,,,,0
2525,"lasianhypops",320,59,"Lasioglossum","(Lasioglossum)",,"anhypops",,0,,"McGinley","1986",,,,,0
2526,"lasiathabascens",320,59,"Lasioglossum","(Lasioglossum)",,"athabascense",,0,,"(Sandhouse)","1933",,,,,0
2527,"lasibardum",320,59,"Lasioglossum","(Lasioglossum)",,"bardum",,0,,"(Cresson)","1872",,,,,0
2528,"lasichannelense",320,59,"Lasioglossum","(Lasioglossum)",,"channelense",,0,,"McGinley","1986",,,,,0
2529,"lasicolatum",320,59,"Lasioglossum","(Lasioglossum)",,"colatum",,0,,"(Vachal)","1904",,,,,0
2530,"lasicoriaceum",320,59,"Lasioglossum","(Lasioglossum)",,"coriaceum",,0,,"(Smith)","1853",,,,,0
2531,"lasicrocoturum",320,59,"Lasioglossum","(Lasioglossum)",,"crocoturum",,0,,"(Vachal)","1904",,,,,0
2532,"lasidesertum",320,59,"Lasioglossum","(Lasioglossum)",,"desertum",,0,,"(Smith)","1879",,,,,0
2533,"lasiegregium",320,59,"Lasioglossum","(Lasioglossum)",,"egregium",,0,,"(Vachal)","1904",,,,,0
2534,"lasiforbesii",320,59,"Lasioglossum","(Lasioglossum)",,"forbesii",,0,,"(Robertson)","1890",,,,,0
2535,"lasifuscipenne",320,59,"Lasioglossum","(Lasioglossum)",,"fuscipenne",,0,,"(Smith)","1853",,,,,0
2536,"lasiheterorhinu",320,59,"Lasioglossum","(Lasioglossum)",,"heterorhinum",,0,,"(Cockerell)","1930",,,,,0
2537,"lasijubatum",320,59,"Lasioglossum","(Lasioglossum)",,"jubatum",,0,,"(Vachal)","1904",,,,,0
2538,"lasilampronotum",320,59,"Lasioglossum","(Lasioglossum)",,"lampronotum",,0,,"McGinley","1986",,,,,0
2539,"lasilampronotu?",320,59,"Lasioglossum","(Lasioglossum)",,"lampronotum",,1,,,,,,,,0
2540,"lasileucozonium",320,59,"Lasioglossum","(Lasioglossum)",,"leucozonium",,0,,"(Schrank)","1781",,,,,0
2541,"lasileucozon;lc",320,59,"Lasioglossum","(Lasioglossum)",,"leucozonium","leucozonium",0,,"(Schrank)","1781",,,,,0
2542,"lasimanitouellu",320,59,"Lasioglossum","(Lasioglossum)",,"manitouellum",,0,,"(Cockerell)","1908",,,,,0
2543,"lasimellipes",320,59,"Lasioglossum","(Lasioglossum)",,"mellipes",,0,,"(Crawford)","1907",,,,,1
2544,"lasimorilli",320,59,"Lasioglossum","(Lasioglossum)",,"morilli",,0,,"(Cockerell)","1918",,,,,0
2545,"lasiolympiae",320,59,"Lasioglossum","(Lasioglossum)",,"olympiae",,0,,"(Cockerell)","1898",,,,,0
2546,"lasipacificum",320,59,"Lasioglossum","(Lasioglossum)",,"pacificum",,0,,"(Cockerell)","1898",,,,,0
2547,"lasiparaforbesi",320,59,"Lasioglossum","(Lasioglossum)",,"paraforbesii",,0,,"McGinley","1986",,,,,0
